customer,cluster,cluster_label,cluster_profile
0,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
1,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
2,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
3,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
5,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
6,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
7,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
8,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
9,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
10,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
11,1,New Parents,"Baby%, Drinks%, Home%"
12,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
13,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
14,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
15,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
16,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
17,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
18,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
19,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
20,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
21,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
22,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
23,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
24,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
25,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
26,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
27,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
28,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
29,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
30,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
31,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
32,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
33,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
34,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
35,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
36,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
37,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
38,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
40,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
41,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
42,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
43,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
44,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
45,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
46,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
47,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
48,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
49,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
50,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
51,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
52,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
53,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
54,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
55,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
56,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
57,1,New Parents,"Baby%, Drinks%, Home%"
58,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
59,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
60,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
61,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
62,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
63,1,New Parents,"Baby%, Drinks%, Home%"
64,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
65,1,New Parents,"Baby%, Drinks%, Home%"
66,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
67,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
68,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
69,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
70,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
71,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
73,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
74,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
75,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
76,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
77,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
78,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
79,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
80,1,New Parents,"Baby%, Drinks%, Home%"
81,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
82,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
83,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
84,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
85,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
86,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
87,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
88,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
89,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
90,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
91,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
92,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
93,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
94,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
95,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
96,1,New Parents,"Baby%, Drinks%, Home%"
97,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
98,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
99,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
100,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
101,1,New Parents,"Baby%, Drinks%, Home%"
102,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
103,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
104,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
105,1,New Parents,"Baby%, Drinks%, Home%"
106,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
107,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
108,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
109,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
110,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
111,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
112,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
113,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
114,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
116,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
117,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
118,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
119,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
120,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
121,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
122,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
123,1,New Parents,"Baby%, Drinks%, Home%"
124,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
125,1,New Parents,"Baby%, Drinks%, Home%"
126,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
127,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
128,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
129,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
130,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
131,1,New Parents,"Baby%, Drinks%, Home%"
132,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
133,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
134,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
135,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
136,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
138,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
140,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
141,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
142,1,New Parents,"Baby%, Drinks%, Home%"
143,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
144,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
145,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
146,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
147,1,New Parents,"Baby%, Drinks%, Home%"
148,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
149,1,New Parents,"Baby%, Drinks%, Home%"
151,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
152,1,New Parents,"Baby%, Drinks%, Home%"
153,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
154,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
155,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
156,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
157,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
158,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
159,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
160,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
161,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
162,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
163,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
164,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
165,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
166,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
167,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
168,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
169,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
170,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
171,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
172,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
173,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
174,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
175,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
176,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
177,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
178,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
179,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
180,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
181,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
182,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
183,1,New Parents,"Baby%, Drinks%, Home%"
184,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
185,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
186,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
187,1,New Parents,"Baby%, Drinks%, Home%"
188,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
189,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
190,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
191,1,New Parents,"Baby%, Drinks%, Home%"
192,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
193,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
194,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
195,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
196,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
197,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
198,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
199,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
200,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
201,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
202,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
203,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
204,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
205,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
206,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
207,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
208,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
209,1,New Parents,"Baby%, Drinks%, Home%"
210,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
211,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
212,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
213,1,New Parents,"Baby%, Drinks%, Home%"
214,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
215,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
216,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
217,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
218,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
219,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
220,1,New Parents,"Baby%, Drinks%, Home%"
221,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
222,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
223,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
224,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
225,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
226,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
227,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
228,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
229,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
230,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
232,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
233,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
234,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
235,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
236,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
237,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
238,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
239,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
240,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
241,1,New Parents,"Baby%, Drinks%, Home%"
242,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
243,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
244,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
245,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
246,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
247,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
248,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
249,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
250,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
251,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
252,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
253,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
254,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
255,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
256,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
257,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
258,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
259,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
260,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
261,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
262,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
263,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
264,1,New Parents,"Baby%, Drinks%, Home%"
265,1,New Parents,"Baby%, Drinks%, Home%"
266,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
267,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
268,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
269,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
270,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
271,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
272,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
273,1,New Parents,"Baby%, Drinks%, Home%"
274,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
275,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
276,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
277,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
278,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
279,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
280,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
281,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
282,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
283,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
284,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
285,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
286,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
287,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
288,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
289,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
290,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
291,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
292,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
293,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
294,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
295,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
296,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
297,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
298,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
299,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
300,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
301,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
302,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
303,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
304,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
305,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
306,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
307,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
309,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
310,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
311,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
312,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
313,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
314,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
315,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
316,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
317,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
318,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
319,1,New Parents,"Baby%, Drinks%, Home%"
320,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
321,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
322,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
323,1,New Parents,"Baby%, Drinks%, Home%"
324,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
325,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
326,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
327,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
328,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
329,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
330,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
331,1,New Parents,"Baby%, Drinks%, Home%"
332,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
334,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
335,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
336,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
337,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
338,1,New Parents,"Baby%, Drinks%, Home%"
339,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
340,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
341,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
343,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
344,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
345,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
346,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
347,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
348,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
349,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
350,1,New Parents,"Baby%, Drinks%, Home%"
351,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
352,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
353,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
354,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
355,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
356,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
357,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
358,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
359,1,New Parents,"Baby%, Drinks%, Home%"
361,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
362,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
363,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
364,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
365,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
366,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
367,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
368,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
369,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
370,1,New Parents,"Baby%, Drinks%, Home%"
371,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
372,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
373,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
374,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
375,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
376,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
377,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
378,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
379,1,New Parents,"Baby%, Drinks%, Home%"
380,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
381,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
382,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
383,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
384,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
385,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
386,1,New Parents,"Baby%, Drinks%, Home%"
387,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
388,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
389,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
390,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
391,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
392,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
393,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
394,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
395,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
396,1,New Parents,"Baby%, Drinks%, Home%"
397,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
398,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
399,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
400,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
401,1,New Parents,"Baby%, Drinks%, Home%"
402,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
403,1,New Parents,"Baby%, Drinks%, Home%"
404,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
405,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
406,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
407,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
408,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
409,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
410,1,New Parents,"Baby%, Drinks%, Home%"
411,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
412,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
413,1,New Parents,"Baby%, Drinks%, Home%"
414,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
415,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
416,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
417,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
418,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
419,1,New Parents,"Baby%, Drinks%, Home%"
420,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
421,1,New Parents,"Baby%, Drinks%, Home%"
422,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
423,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
424,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
425,1,New Parents,"Baby%, Drinks%, Home%"
426,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
427,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
428,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
429,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
430,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
431,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
432,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
433,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
434,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
435,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
436,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
437,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
438,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
439,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
441,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
442,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
443,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
444,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
